,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,served_pre_accuracy,post-QoS,algorithm,QoS,mc_run
760,10,0.5,0.0,20,0.19258642196655273,0,607,607,False,True,jetson,AlexNet,0.6,0.56522,0.9037067890167236,Optimal,0.959606171503125,5
761,11,0.5,0.0,21,0.13631653785705566,0,520,443,False,True,jetson,AlexNet,0.6,0.56522,0.9318417310714722,Optimal,0.959606171503125,5
762,12,0.5,0.0,22,0.12714099884033203,0,797,564,False,True,jetson,AlexNet,0.6,0.56522,0.936429500579834,Optimal,0.959606171503125,5
763,13,0.5,0.0,23,0.15685462951660156,0,342,342,False,True,jetson,AlexNet,0.6,0.56522,0.9215726852416992,Optimal,0.959606171503125,5
764,14,0.5,0.0,24,0.15026211738586426,0,375,375,False,True,jetson,AlexNet,0.6,0.56522,0.9248689413070679,Optimal,0.959606171503125,5
765,15,0.5,0.0,25,0.19353723526000977,0,431,516,False,True,jetson,AlexNet,0.6,0.56522,0.9032313823699951,Optimal,0.959606171503125,5
766,16,0.5,0.0,26,0.1553945541381836,0,428,428,False,True,jetson,AlexNet,0.6,0.56522,0.9223027229309082,Optimal,0.959606171503125,5
767,17,0.5,0.0,27,0.14157390594482422,0,517,517,False,True,jetson,AlexNet,0.6,0.56522,0.9292130470275879,Optimal,0.959606171503125,5
768,18,0.5,0.0,28,0.10994172096252441,0,526,664,False,True,jetson,AlexNet,0.6,0.56522,0.9450291395187378,Optimal,0.959606171503125,5
769,19,0.5,0.0,29,0.1502819061279297,0,627,627,False,True,jetson,AlexNet,0.6,0.56522,0.9248590469360352,Optimal,0.959606171503125,5
770,20,1.0,0.5,0,0.3045327663421631,3,888,888,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,5
771,21,1.0,0.5,1,0.17548108100891113,3,723,723,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,5
772,22,1.0,0.5,2,0.15964913368225098,3,705,705,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,5
773,23,1.0,0.5,3,0.16793394088745117,3,914,914,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,5
774,24,1.0,0.5,4,0.2408275604248047,3,855,855,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,5
775,25,1.0,0.5,5,0.1503281593322754,3,858,858,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,5
776,26,1.0,0.5,6,0.13695311546325684,3,938,938,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,5
777,27,1.0,0.5,7,0.18979454040527344,3,592,848,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,5
778,28,1.0,0.5,8,0.13248848915100098,3,864,864,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,5
779,29,1.0,0.5,9,0.12429237365722656,3,780,780,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,5
780,0,1.0,0.0,10,0.21358561515808105,3,157,157,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7932071924209595,EGP,0.8098070827125,5
781,1,1.0,0.0,11,0.24124860763549805,3,210,210,True,True,rpi4-1,MobileNet,0.8,0.71878,0.779375696182251,EGP,0.8098070827125,5
782,2,1.0,0.0,12,0.22642993927001953,3,231,231,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7867850303649903,EGP,0.8098070827125,5
783,3,1.0,0.0,13,0.31192684173583984,3,131,131,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7440365791320801,EGP,0.8098070827125,5
784,4,1.0,0.0,14,0.2652409076690674,3,161,166,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7673795461654663,EGP,0.8098070827125,5
785,5,1.0,0.0,15,0.2502601146697998,3,129,129,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7748699426651001,EGP,0.8098070827125,5
786,6,1.0,0.0,16,0.20469188690185547,3,49,49,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7976540565490723,EGP,0.8098070827125,5
787,7,1.0,0.0,17,0.19330573081970215,3,151,195,True,True,rpi4-1,MobileNet,0.8,0.71878,0.803347134590149,EGP,0.8098070827125,5
788,8,1.0,0.0,18,0.19991111755371094,3,149,149,True,True,rpi4-1,MobileNet,0.8,0.71878,0.8000444412231446,EGP,0.8098070827125,5
789,9,1.0,0.0,19,0.16309285163879395,3,347,106,True,True,rpi4-1,MobileNet,0.8,0.71878,0.818453574180603,EGP,0.8098070827125,5
790,10,0.5,0.0,20,0.29967713356018066,0,607,607,False,True,jetson,AlexNet,0.6,0.56522,0.8501614332199097,EGP,0.959606171503125,5
791,11,0.5,0.0,21,0.13178730010986328,0,520,443,False,True,jetson,AlexNet,0.6,0.56522,0.9341063499450684,EGP,0.959606171503125,5
792,12,0.5,0.0,22,0.12897324562072754,0,797,564,False,True,jetson,AlexNet,0.6,0.56522,0.9355133771896362,EGP,0.959606171503125,5
793,13,0.5,0.0,23,0.14130258560180664,0,342,342,False,True,jetson,AlexNet,0.6,0.56522,0.9293487071990967,EGP,0.959606171503125,5
794,14,0.5,0.0,24,0.13641619682312012,0,375,375,False,True,jetson,AlexNet,0.6,0.56522,0.9317919015884399,EGP,0.959606171503125,5
795,15,0.5,0.0,25,0.1344916820526123,0,431,516,False,True,jetson,AlexNet,0.6,0.56522,0.9327541589736938,EGP,0.959606171503125,5
796,16,0.5,0.0,26,0.12121438980102539,0,428,428,False,True,jetson,AlexNet,0.6,0.56522,0.9393928050994873,EGP,0.959606171503125,5
797,17,0.5,0.0,27,0.1335124969482422,0,517,517,False,True,jetson,AlexNet,0.6,0.56522,0.9332437515258789,EGP,0.959606171503125,5
798,18,0.5,0.0,28,0.11523032188415527,0,526,664,False,True,jetson,AlexNet,0.6,0.56522,0.9423848390579224,EGP,0.959606171503125,5
799,19,0.5,0.0,29,0.11134099960327148,0,627,627,False,True,jetson,AlexNet,0.6,0.56522,0.9443295001983643,EGP,0.959606171503125,5
800,20,1.0,0.5,0,0.2458658218383789,3,888,888,True,False,jetson2,MobileNet,0.8,0.71878,0.9,EGP,0.8098070827125,5
801,21,1.0,0.5,1,0.1278221607208252,3,723,723,True,False,jetson2,MobileNet,0.8,0.71878,0.9,EGP,0.8098070827125,5
802,22,1.0,0.5,2,0.13726401329040527,3,705,705,True,False,jetson2,MobileNet,0.8,0.71878,0.9,EGP,0.8098070827125,5
803,23,1.0,0.5,3,0.1265106201171875,3,914,914,True,False,jetson2,MobileNet,0.8,0.71878,0.9,EGP,0.8098070827125,5
804,24,1.0,0.5,4,0.1368694305419922,3,855,855,True,False,jetson2,MobileNet,0.8,0.71878,0.9,EGP,0.8098070827125,5
805,25,1.0,0.5,5,0.13218259811401367,3,858,858,True,False,jetson2,MobileNet,0.8,0.71878,0.9,EGP,0.8098070827125,5
806,26,1.0,0.5,6,0.13677120208740234,3,938,938,True,False,jetson2,MobileNet,0.8,0.71878,0.9,EGP,0.8098070827125,5
807,27,1.0,0.5,7,0.12001681327819824,3,592,848,True,False,jetson2,MobileNet,0.8,0.71878,0.9,EGP,0.8098070827125,5
808,28,1.0,0.5,8,0.12941980361938477,3,864,864,True,False,jetson2,MobileNet,0.8,0.71878,0.9,EGP,0.8098070827125,5
809,29,1.0,0.5,9,0.1365981101989746,3,780,780,True,False,jetson2,MobileNet,0.8,0.71878,0.9,EGP,0.8098070827125,5
810,0,1.0,0.0,10,0.20764732360839844,3,157,157,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7961763381958008,AGP,0.8098070827125,5
811,1,1.0,0.0,11,0.20456528663635254,3,210,210,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7977173566818238,AGP,0.8098070827125,5
812,2,1.0,0.0,12,0.21658658981323242,3,231,231,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7917067050933838,AGP,0.8098070827125,5
813,3,1.0,0.0,13,0.19495105743408203,3,131,131,True,True,rpi4-1,MobileNet,0.8,0.71878,0.802524471282959,AGP,0.8098070827125,5
814,4,1.0,0.0,14,0.21300077438354492,3,161,166,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7934996128082276,AGP,0.8098070827125,5
815,5,1.0,0.0,15,0.2188100814819336,3,129,129,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7905949592590332,AGP,0.8098070827125,5
816,6,1.0,0.0,16,0.20180201530456543,3,49,49,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7990989923477173,AGP,0.8098070827125,5
817,7,1.0,0.0,17,0.23695778846740723,3,151,195,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7815211057662964,AGP,0.8098070827125,5
818,8,1.0,0.0,18,0.1916801929473877,3,149,149,True,True,rpi4-1,MobileNet,0.8,0.71878,0.8041599035263062,AGP,0.8098070827125,5
819,9,1.0,0.0,19,0.1806046962738037,3,347,106,True,True,rpi4-1,MobileNet,0.8,0.71878,0.8096976518630982,AGP,0.8098070827125,5
820,10,1.0,0.5,0,0.26174044609069824,3,888,888,True,False,jetson2,MobileNet,0.8,0.71878,0.9,AGP,0.8098070827125,5
821,11,1.0,0.5,1,0.161879301071167,3,723,723,True,False,jetson2,MobileNet,0.8,0.71878,0.9,AGP,0.8098070827125,5
822,12,1.0,0.5,2,0.16760015487670898,3,705,705,True,False,jetson2,MobileNet,0.8,0.71878,0.9,AGP,0.8098070827125,5
823,13,1.0,0.5,3,0.13791608810424805,3,914,914,True,False,jetson2,MobileNet,0.8,0.71878,0.9,AGP,0.8098070827125,5
824,14,1.0,0.5,4,0.14915752410888672,3,855,855,True,False,jetson2,MobileNet,0.8,0.71878,0.9,AGP,0.8098070827125,5
825,15,1.0,0.5,5,0.1591644287109375,3,858,858,True,False,jetson2,MobileNet,0.8,0.71878,0.9,AGP,0.8098070827125,5
826,16,1.0,0.5,6,0.16206097602844238,3,938,938,True,False,jetson2,MobileNet,0.8,0.71878,0.9,AGP,0.8098070827125,5
827,17,1.0,0.5,7,0.12399744987487793,3,592,848,True,False,jetson2,MobileNet,0.8,0.71878,0.9,AGP,0.8098070827125,5
828,18,1.0,0.5,8,0.12601447105407715,3,864,864,True,False,jetson2,MobileNet,0.8,0.71878,0.9,AGP,0.8098070827125,5
829,19,1.0,0.5,9,0.12596535682678223,3,780,780,True,False,jetson2,MobileNet,0.8,0.71878,0.9,AGP,0.8098070827125,5
830,20,0.5,0.0,20,0.2900686264038086,0,607,607,False,True,jetson,AlexNet,0.6,0.56522,0.8549656867980957,AGP,0.959606171503125,5
831,21,0.5,0.0,21,0.142714262008667,0,520,443,False,True,jetson,AlexNet,0.6,0.56522,0.9286428689956665,AGP,0.959606171503125,5
832,22,0.5,0.0,22,0.14458298683166504,0,797,564,False,True,jetson,AlexNet,0.6,0.56522,0.9277085065841675,AGP,0.959606171503125,5
833,23,0.5,0.0,23,0.16388201713562012,0,342,342,False,True,jetson,AlexNet,0.6,0.56522,0.9180589914321899,AGP,0.959606171503125,5
834,24,0.5,0.0,24,0.13560271263122559,0,375,375,False,True,jetson,AlexNet,0.6,0.56522,0.9321986436843872,AGP,0.959606171503125,5
835,25,0.5,0.0,25,0.1634845733642578,0,431,516,False,True,jetson,AlexNet,0.6,0.56522,0.9182577133178711,AGP,0.959606171503125,5
836,26,0.5,0.0,26,0.15003371238708496,0,428,428,False,True,jetson,AlexNet,0.6,0.56522,0.9249831438064575,AGP,0.959606171503125,5
837,27,0.5,0.0,27,0.1788632869720459,0,517,517,False,True,jetson,AlexNet,0.6,0.56522,0.910568356513977,AGP,0.959606171503125,5
838,28,0.5,0.0,28,0.1269063949584961,0,526,664,False,True,jetson,AlexNet,0.6,0.56522,0.936546802520752,AGP,0.959606171503125,5
839,29,0.5,0.0,29,0.1113581657409668,0,627,627,False,True,jetson,AlexNet,0.6,0.56522,0.9443209171295166,AGP,0.959606171503125,5
840,0,1.0,0.0,10,0.2240757942199707,3,157,157,True,True,rpi4-1,MobileNet,0.8333333333333334,0.71878,0.8046287695566814,Knapsack,0.8098070827125,5
841,1,1.0,0.0,11,0.2140064239501953,3,210,210,True,True,rpi4-1,MobileNet,0.8333333333333334,0.71878,0.8096634546915691,Knapsack,0.8098070827125,5
842,2,1.0,0.0,12,0.21373248100280762,3,231,231,True,True,rpi4-1,MobileNet,0.8333333333333334,0.71878,0.8098004261652629,Knapsack,0.8098070827125,5
843,3,1.0,0.0,13,0.24062442779541016,3,131,131,True,True,rpi4-1,MobileNet,0.8333333333333334,0.71878,0.7963544527689617,Knapsack,0.8098070827125,5
844,4,1.0,0.0,14,0.22624659538269043,3,161,166,True,True,rpi4-1,MobileNet,0.8333333333333334,0.71878,0.8035433689753215,Knapsack,0.8098070827125,5
845,5,1.0,0.0,15,0.23062801361083984,3,129,129,True,True,rpi4-1,MobileNet,0.8333333333333334,0.71878,0.8013526598612468,Knapsack,0.8098070827125,5
846,6,1.0,0.0,16,0.22704744338989258,3,49,49,True,True,rpi4-1,MobileNet,0.8333333333333334,0.71878,0.8031429449717205,Knapsack,0.8098070827125,5
847,7,1.0,0.0,17,0.24988436698913574,3,151,195,True,True,rpi4-1,MobileNet,0.8333333333333334,0.71878,0.7917244831720989,Knapsack,0.8098070827125,5
848,8,1.0,0.0,18,0.1816718578338623,3,149,149,True,True,rpi4-1,MobileNet,0.8333333333333334,0.71878,0.8258307377497356,Knapsack,0.8098070827125,5
849,9,1.0,0.0,19,0.1837451457977295,3,347,106,True,True,rpi4-1,MobileNet,0.8333333333333334,0.71878,0.824794093767802,Knapsack,0.8098070827125,5
850,10,1.0,0.5,0,0.24996638298034668,3,888,888,True,False,jetson2,MobileNet,0.8333333333333334,0.71878,0.9166666666666667,Knapsack,0.8098070827125,5
851,11,1.0,0.5,1,0.2061903476715088,3,723,723,True,False,jetson2,MobileNet,0.8333333333333334,0.71878,0.9166666666666667,Knapsack,0.8098070827125,5
852,12,1.0,0.5,2,0.3326399326324463,3,705,705,True,False,jetson2,MobileNet,0.8333333333333334,0.71878,0.9166666666666667,Knapsack,0.8098070827125,5
853,13,1.0,0.5,3,0.14582490921020508,3,914,914,True,False,jetson2,MobileNet,0.8333333333333334,0.71878,0.9166666666666667,Knapsack,0.8098070827125,5
854,14,1.0,0.5,4,0.15405011177062988,3,855,855,True,False,jetson2,MobileNet,0.8333333333333334,0.71878,0.9166666666666667,Knapsack,0.8098070827125,5
855,15,1.0,0.5,5,0.1351463794708252,3,858,858,True,False,jetson2,MobileNet,0.8333333333333334,0.71878,0.9166666666666667,Knapsack,0.8098070827125,5
856,16,1.0,0.5,6,0.13419318199157715,3,938,938,True,False,jetson2,MobileNet,0.8333333333333334,0.71878,0.9166666666666667,Knapsack,0.8098070827125,5
857,17,1.0,0.5,7,0.1421201229095459,3,592,848,True,False,jetson2,MobileNet,0.8333333333333334,0.71878,0.9166666666666667,Knapsack,0.8098070827125,5
858,18,1.0,0.5,8,0.1224219799041748,3,864,864,True,False,jetson2,MobileNet,0.8333333333333334,0.71878,0.9166666666666667,Knapsack,0.8098070827125,5
859,19,1.0,0.5,9,0.14038920402526855,3,780,780,True,False,jetson2,MobileNet,0.8333333333333334,0.71878,0.9166666666666667,Knapsack,0.8098070827125,5
860,20,0.5,0.0,20,0.24709320068359375,3,607,607,False,True,jetson,MobileNet,0.8333333333333334,0.71878,0.8764533996582031,Knapsack,0.9504170827125,5
861,21,0.5,0.0,21,0.21492743492126465,3,443,443,False,True,jetson,MobileNet,0.8333333333333334,0.71878,0.8925362825393677,Knapsack,0.9504170827125,5
862,22,0.5,0.0,22,0.2388465404510498,3,564,564,False,True,jetson,MobileNet,0.8333333333333334,0.71878,0.8805767297744751,Knapsack,0.9504170827125,5
863,23,0.5,0.0,23,0.16091418266296387,3,342,342,False,True,jetson,MobileNet,0.8333333333333334,0.71878,0.9195429086685181,Knapsack,0.9504170827125,5
864,24,0.5,0.0,24,0.1418287754058838,3,375,375,False,True,jetson,MobileNet,0.8333333333333334,0.71878,0.9290856122970581,Knapsack,0.9504170827125,5
865,25,0.5,0.0,25,0.14983677864074707,3,516,516,False,True,jetson,MobileNet,0.8333333333333334,0.71878,0.9250816106796265,Knapsack,0.9504170827125,5
866,26,0.5,0.0,26,0.1402268409729004,3,428,428,False,True,jetson,MobileNet,0.8333333333333334,0.71878,0.9298865795135498,Knapsack,0.9504170827125,5
867,27,0.5,0.0,27,0.13654685020446777,3,517,517,False,True,jetson,MobileNet,0.8333333333333334,0.71878,0.9317265748977661,Knapsack,0.9504170827125,5
868,28,0.5,0.0,28,0.1394181251525879,3,526,664,False,True,jetson,MobileNet,0.8333333333333334,0.71878,0.930290937423706,Knapsack,0.9504170827125,5
869,29,0.5,0.0,29,0.12940764427185059,3,627,627,False,True,jetson,MobileNet,0.8333333333333334,0.71878,0.9352961778640747,Knapsack,0.9504170827125,5
870,0,1.0,0.0,10,0.2309563159942627,3,157,157,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7845218420028687,Random,0.8098070827125,5
871,1,1.0,0.0,11,0.25251102447509766,5,210,210,True,True,rpi4-1,SqueezeNet,1.0,0.58092,0.8737444877624512,Random,0.723631531590625,5
872,2,1.0,0.0,12,0.1910865306854248,3,231,231,True,True,rpi4-1,MobileNet,0.8,0.71878,0.8044567346572876,Random,0.8098070827125,5
873,3,1.0,0.0,13,0.6169929504394531,1,131,131,True,True,rpi4-1,DenseNet,0.875,0.77138,0.6290035247802734,Random,0.48297776649687496,5
874,4,1.0,0.0,14,0.6199774742126465,1,166,166,True,True,rpi4-1,DenseNet,0.875,0.77138,0.6275112628936768,Random,0.48297776649687496,5
875,5,1.0,0.0,15,0.6720192432403564,2,129,129,True,True,rpi4-1,GoogLeNet,0.75,0.69778,0.5389903783798218,Random,0.7341957254281251,5
876,6,1.0,0.0,16,0.6386375427246094,3,49,49,True,True,rpi4-1,MobileNet,0.8,0.71878,0.5806812286376953,Random,0.8098070827125,5
877,7,1.0,0.0,17,0.7014858722686768,4,79,195,True,True,rpi4-1,ResNet,0.5,0.69758,0.3992570638656616,Random,0.76534232088125,5
878,8,1.0,0.0,18,0.7011380195617676,2,149,149,True,True,rpi4-1,GoogLeNet,0.75,0.69778,0.5244309902191162,Random,0.7341957254281251,5
879,9,1.0,0.0,19,1.0463552474975586,1,106,106,True,True,rpi4-1,DenseNet,0.875,0.77138,0.4375,Random,0.48297776649687496,5
880,10,1.0,0.5,0,0.19825506210327148,3,888,888,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Random,0.8098070827125,5
881,11,1.0,0.5,1,0.15458989143371582,5,723,723,True,False,jetson2,SqueezeNet,1.0,0.58092,1.0,Random,0.723631531590625,5
882,12,1.0,0.5,2,0.251753568649292,2,874,705,True,False,jetson2,GoogLeNet,0.75,0.69778,0.875,Random,0.7341957254281251,5
883,13,1.0,0.5,3,0.308856725692749,4,914,914,True,False,jetson2,ResNet,0.5,0.69758,0.75,Random,0.76534232088125,5
884,14,1.0,0.5,4,0.15143918991088867,3,855,855,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Random,0.8098070827125,5
885,15,1.0,0.5,5,0.1250171661376953,3,858,858,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Random,0.8098070827125,5
886,16,1.0,0.5,6,0.641700267791748,1,956,938,True,False,jetson2,DenseNet,0.875,0.77138,0.866649866104126,Random,0.48297776649687496,5
887,17,1.0,0.5,7,0.12804436683654785,3,592,848,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Random,0.8098070827125,5
888,18,1.0,0.5,8,0.154433012008667,4,569,864,True,False,jetson2,ResNet,0.5,0.69758,0.75,Random,0.76534232088125,5
889,19,1.0,0.5,9,0.5343585014343262,1,780,780,True,False,jetson2,DenseNet,0.875,0.77138,0.9203207492828369,Random,0.48297776649687496,5
890,20,0.5,0.0,20,0.8083271980285645,1,607,607,False,True,jetson,DenseNet,0.875,0.77138,0.5958364009857178,Random,0.597287766496875,5
891,21,0.5,0.0,21,0.614018440246582,1,443,443,False,True,jetson,DenseNet,0.875,0.77138,0.692990779876709,Random,0.597287766496875,5
892,22,0.5,0.0,22,0.6132879257202148,1,564,564,False,True,jetson,DenseNet,0.875,0.77138,0.6933560371398926,Random,0.597287766496875,5
893,23,0.5,0.0,23,0.17386531829833984,5,342,342,False,True,jetson,SqueezeNet,1.0,0.58092,0.9130673408508301,Random,0.933171531590625,5
894,24,0.5,0.0,24,0.2332005500793457,2,375,375,False,True,jetson,GoogLeNet,0.75,0.69778,0.8833997249603271,Random,0.885305725428125,5
895,25,0.5,0.0,25,0.11478018760681152,3,516,516,False,True,jetson,MobileNet,0.8,0.71878,0.9426099061965942,Random,0.9504170827125,5
896,26,0.5,0.0,26,0.12859582901000977,5,428,428,False,True,jetson,SqueezeNet,1.0,0.58092,0.9357020854949951,Random,0.933171531590625,5
897,27,0.5,0.0,27,0.14787673950195312,4,517,517,False,True,jetson,ResNet,0.5,0.69758,0.9260616302490234,Random,0.91655232088125,5
898,28,0.5,0.0,28,0.11098408699035645,3,526,664,False,True,jetson,MobileNet,0.8,0.71878,0.9445079565048218,Random,0.9504170827125,5
899,29,0.5,0.0,29,0.10393977165222168,3,627,627,False,True,jetson,MobileNet,0.8,0.71878,0.9480301141738892,Random,0.9504170827125,5
900,0,1.0,0.0,10,0.23582839965820312,3,173,173,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7820858001708985,Optimal,0.8098070827125,6
901,1,1.0,0.0,11,0.25736236572265625,3,74,74,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7713188171386719,Optimal,0.8098070827125,6
902,2,1.0,0.0,12,0.24826407432556152,3,222,222,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7758679628372193,Optimal,0.8098070827125,6
903,3,1.0,0.0,13,0.24703216552734375,3,185,193,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7764839172363281,Optimal,0.8098070827125,6
904,4,1.0,0.0,14,0.2555077075958252,3,12,12,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7722461462020874,Optimal,0.8098070827125,6
905,5,1.0,0.0,15,0.2169039249420166,3,22,22,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7915480375289917,Optimal,0.8098070827125,6
906,6,1.0,0.0,16,0.23826026916503906,3,8,8,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7808698654174805,Optimal,0.8098070827125,6
907,7,1.0,0.0,17,0.19201874732971191,3,164,164,True,True,rpi4-1,MobileNet,0.8,0.71878,0.8039906263351441,Optimal,0.8098070827125,6
908,8,1.0,0.0,18,0.19138145446777344,3,133,133,True,True,rpi4-1,MobileNet,0.8,0.71878,0.8043092727661133,Optimal,0.8098070827125,6
909,9,1.0,0.0,19,0.18426251411437988,3,67,67,True,True,rpi4-1,MobileNet,0.8,0.71878,0.8078687429428101,Optimal,0.8098070827125,6
910,10,1.0,0.5,0,0.27009081840515137,3,732,732,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,6
911,11,1.0,0.5,1,0.17520380020141602,3,848,848,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,6
912,12,1.0,0.5,2,0.1497478485107422,3,602,702,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,6
913,13,1.0,0.5,3,0.15308308601379395,3,979,972,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,6
914,14,1.0,0.5,4,0.14430642127990723,3,685,685,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,6
915,15,1.0,0.5,5,0.1481032371520996,3,3,667,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,6
916,16,1.0,0.5,6,0.15172076225280762,3,847,847,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,6
917,17,1.0,0.5,7,0.20760440826416016,3,994,994,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,6
918,18,1.0,0.5,8,0.14533090591430664,3,930,930,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,6
919,19,1.0,0.5,9,0.14057350158691406,3,819,819,True,False,jetson2,MobileNet,0.8,0.71878,0.9,Optimal,0.8098070827125,6
920,20,0.5,0.0,20,0.24224472045898438,0,621,559,False,True,jetson,AlexNet,0.2,0.56522,0.7288776397705078,Optimal,0.959606171503125,6
921,21,0.5,0.0,21,0.1746692657470703,0,866,621,False,True,jetson,AlexNet,0.2,0.56522,0.7626653671264648,Optimal,0.959606171503125,6
922,22,0.5,0.0,22,0.1329360008239746,0,982,614,False,True,jetson,AlexNet,0.2,0.56522,0.7835319995880127,Optimal,0.959606171503125,6
923,23,0.5,0.0,23,0.1385800838470459,0,432,432,False,True,jetson,AlexNet,0.2,0.56522,0.780709958076477,Optimal,0.959606171503125,6
924,24,0.5,0.0,24,0.15356040000915527,0,410,660,False,True,jetson,AlexNet,0.2,0.56522,0.7732197999954223,Optimal,0.959606171503125,6
925,25,0.5,0.0,25,0.13167834281921387,0,773,631,False,True,jetson,AlexNet,0.2,0.56522,0.784160828590393,Optimal,0.959606171503125,6
926,26,0.5,0.0,26,0.18357062339782715,0,847,586,False,True,jetson,AlexNet,0.2,0.56522,0.7582146883010864,Optimal,0.959606171503125,6
927,27,0.5,0.0,27,0.16730833053588867,0,613,541,False,True,jetson,AlexNet,0.2,0.56522,0.7663458347320556,Optimal,0.959606171503125,6
928,28,0.5,0.0,28,0.14383506774902344,0,396,397,False,True,jetson,AlexNet,0.2,0.56522,0.7780824661254883,Optimal,0.959606171503125,6
929,29,0.5,0.0,29,0.1355912685394287,0,422,422,False,True,jetson,AlexNet,0.2,0.56522,0.7822043657302856,Optimal,0.959606171503125,6
930,0,1.0,0.0,10,0.22521305084228516,3,173,173,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7873934745788574,EGP,0.8098070827125,6
931,1,1.0,0.0,11,0.20169615745544434,3,74,74,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7991519212722779,EGP,0.8098070827125,6
932,2,1.0,0.0,12,0.22802972793579102,3,222,222,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7859851360321045,EGP,0.8098070827125,6
933,3,1.0,0.0,13,0.2337324619293213,3,185,193,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7831337690353394,EGP,0.8098070827125,6
934,4,1.0,0.0,14,0.2148597240447998,3,12,12,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7925701379776001,EGP,0.8098070827125,6
935,5,1.0,0.0,15,0.19356918334960938,3,22,22,True,True,rpi4-1,MobileNet,0.8,0.71878,0.8032154083251953,EGP,0.8098070827125,6
936,6,1.0,0.0,16,0.2476496696472168,3,8,8,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7761751651763916,EGP,0.8098070827125,6
937,7,1.0,0.0,17,0.22557878494262695,3,164,164,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7872106075286865,EGP,0.8098070827125,6
938,8,1.0,0.0,18,0.21794390678405762,3,133,133,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7910280466079712,EGP,0.8098070827125,6
939,9,1.0,0.0,19,0.26165246963500977,3,67,67,True,True,rpi4-1,MobileNet,0.8,0.71878,0.7691737651824951,EGP,0.8098070827125,6
940,10,0.5,0.0,20,0.25421619415283203,0,621,559,False,True,jetson,AlexNet,0.2,0.56522,0.722891902923584,EGP,0.959606171503125,6
941,11,0.5,0.0,21,0.1285572052001953,0,866,621,False,True,jetson,AlexNet,0.2,0.56522,0.7857213973999023,EGP,0.959606171503125,6
