,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,served_model_name,served_accuracy,QoS,algorithm
450,50,0.7752343524355472,1.0372308610817698,50,0.565526008605957,1,510,510,DenseNet,0.755,0.9898828237822264,AGP
451,51,0.4071914688878069,1.0289961431761627,51,0.5896198749542236,1,234,234,DenseNet,0.755,1.0,AGP
452,52,0.8854830557255975,0.5004526961027927,52,0.5736896991729736,1,892,426,DenseNet,0.755,0.916449221369656,AGP
453,53,0.8966963349272303,1.461038363527908,53,0.5710973739624023,1,820,820,DenseNet,0.755,0.9291518325363848,AGP
454,54,0.8899072788793432,0.0817861432732141,54,0.5760505199432373,1,743,781,DenseNet,0.755,0.8089802663928226,AGP
455,55,0.8818023662015626,0.6774683708437009,55,0.5424418449401855,1,775,775,DenseNet,0.755,0.9365988168992188,AGP
456,56,0.963619869205181,0.17962017976849992,56,0.5680825710296631,1,993,993,DenseNet,0.755,0.7985744675821187,AGP
457,57,0.811323174145177,0.2329854072785833,57,0.5569329261779785,1,49,49,DenseNet,0.755,0.8908515332025627,AGP
458,58,0.8121573578225328,0.23971363391378808,58,0.5722973346710205,1,819,862,DenseNet,0.755,0.8882753958994255,AGP
459,59,0.9498313075680895,0.23420728910980515,59,0.539069652557373,1,820,820,DenseNet,0.755,0.8263687553540633,AGP
460,60,0.9283460843519309,0.4956327894401953,60,0.5313220024108887,1,470,747,DenseNet,0.755,0.9044046545813612,AGP
461,61,0.8688407715540415,0.12536298904435164,61,0.5472097396850586,1,348,348,DenseNet,0.755,0.8376179265628025,AGP
462,62,0.9817550389307362,0.0016440459723198494,62,0.5305213928222656,1,661,661,DenseNet,0.755,0.7544031438221455,AGP
463,63,0.9039959512316503,0.3790138653213038,63,0.5120480060577393,1,160,160,DenseNet,0.755,0.8922434892000659,AGP
464,64,0.7920604239978811,0.4682243961533372,64,0.5410552024841309,1,347,347,DenseNet,0.755,0.963262086418361,AGP
465,65,0.9721240772013571,0.3963354184851927,65,0.5573797225952148,1,389,389,DenseNet,0.755,0.851176885371816,AGP
466,66,0.8353509655357766,0.006447067667618548,66,0.5621328353881836,1,37,36,DenseNet,0.755,0.8209030753019705,AGP
467,67,0.7957760431064819,0.18161771390214862,67,0.5794434547424316,1,507,487,DenseNet,0.755,0.8801555432366883,AGP
468,68,0.8928980969720022,0.23693358020826769,68,0.5464327335357666,1,900,900,DenseNet,0.755,0.8536761631821241,AGP
469,69,0.7414566338311088,0.18730095901368138,69,0.5353028774261475,1,746,746,DenseNet,0.755,0.9129995203968835,AGP
470,70,0.5598662142698596,0.6357778161591874,70,0.5614302158355713,1,389,389,DenseNet,0.755,1.0,AGP
471,71,0.8459508760913849,0.513188048646393,71,0.48937535285949707,1,949,949,DenseNet,0.755,0.9545245619543076,AGP
472,72,0.7182621847374914,0.8162032184646257,72,0.550609827041626,1,401,507,DenseNet,0.755,1.0,AGP
473,73,0.8588860947875578,0.3680908799699916,73,0.5450742244720459,1,453,894,DenseNet,0.755,0.9038111164807074,AGP
474,74,0.9583953456807749,0.5246720353260859,74,0.5403273105621338,1,6,6,DenseNet,0.755,0.8943885083506006,AGP
475,75,0.9672269436877133,0.17625355311394664,75,0.6260769367218018,1,82,81,DenseNet,0.755,0.7814306822541796,AGP
476,76,0.9513105130531331,0.04116816633018338,76,0.5432174205780029,1,1,1,DenseNet,0.755,0.7763324299114785,AGP
477,77,0.9135019498186213,0.4954904981842875,77,0.5472626686096191,1,46,46,DenseNet,0.755,0.9078059824843564,AGP
478,78,0.8764726613113856,0.24215512608928885,78,0.5302224159240723,1,144,144,DenseNet,0.755,0.8672468468856114,AGP
479,79,0.9309857759889465,0.003170341392647118,79,0.5333669185638428,1,877,877,DenseNet,0.755,0.7794579677127278,AGP
480,80,0.842428872829095,0.131986202735908,80,0.5527946949005127,1,202,184,DenseNet,0.755,0.8510834405443013,AGP
481,81,0.9153027047196662,0.1862182643064571,81,0.5207886695861816,1,478,519,DenseNet,0.755,0.8362060463202358,AGP
482,82,0.852777346320679,0.24578831991052902,82,0.5266933441162109,1,473,505,DenseNet,0.755,0.8808850707882401,AGP
483,83,0.928448252743811,0.10682997964221201,83,0.5724239349365234,1,528,528,DenseNet,0.755,0.7968773848045166,AGP
484,84,0.746126784944754,0.9632768910051105,84,0.5353381633758545,1,333,333,DenseNet,0.755,1.0,AGP
485,85,0.994197192375307,1.680283783328587,85,0.5385415554046631,1,315,315,DenseNet,0.755,0.8804014038123464,AGP
486,86,0.8890216840908148,0.6731896967388618,86,0.5755259990692139,1,679,679,DenseNet,0.755,0.9329891579545926,AGP
487,87,0.9144279965156595,0.7105428507187296,87,0.8435590267181396,1,316,316,DenseNet,0.755,0.8870319577423177,AGP
488,88,0.9777721727669657,0.27035080145639934,88,1.01153564453125,1,956,956,DenseNet,0.755,0.7033177028478045,AGP
489,89,0.8766148761596081,0.07227692988956583,89,1.0408132076263428,1,616,616,DenseNet,0.755,0.6970584924860017,AGP
490,90,0.7124700175700012,0.3437942625858103,90,0.9705531597137451,1,147,147,DenseNet,0.755,0.8433102757180163,AGP
491,91,0.9920113267555164,0.7018417003603079,91,0.6828052997589111,1,132,132,DenseNet,0.755,0.8814943366222419,AGP
492,92,0.8302011156049158,0.05383127842968949,92,0.5737514495849609,1,73,77,DenseNet,0.755,0.8324193994087242,AGP
493,93,0.9113786779124075,8.671993670978644e-06,93,0.546623706817627,1,158,158,DenseNet,0.755,0.7851569023378073,AGP
494,94,0.8451072469695695,0.4169026317367108,94,0.49969959259033203,1,641,641,DenseNet,0.755,0.9342471363018099,AGP
495,95,0.9896991806325484,2.0,95,0.6531274318695068,1,572,572,DenseNet,0.755,0.8826504096837258,AGP
496,96,0.7576848473047724,0.45671379203124024,96,0.6081125736236572,1,686,686,DenseNet,0.755,0.9608078809495095,AGP
497,97,0.9504424264316932,0.40863497488195005,97,0.575249433517456,1,219,219,DenseNet,0.755,0.8606251721252769,AGP
498,98,0.9396685903481988,0.08168474227989023,98,0.5735580921173096,1,94,94,DenseNet,0.755,0.7846973673665457,AGP
499,99,0.965561074641847,1.4689281227638453,99,0.5882217884063721,1,26,26,DenseNet,0.755,0.8947194626790764,AGP
500,100,0.8665861481582604,0.21049532443897656,100,0.6112725734710693,1,425,425,DenseNet,0.755,0.8440126136628465,AGP
501,101,0.9746408549752789,0.3590592031115404,101,0.5184884071350098,1,64,55,DenseNet,0.755,0.8503222715064932,AGP
502,102,0.9327055955037252,0.052497880060109484,102,0.5045804977416992,1,70,72,DenseNet,0.755,0.79812654782774,AGP
503,103,0.5812063577676364,0.07535910492139473,103,0.6173667907714844,1,309,309,DenseNet,0.755,0.8644980785374776,AGP
504,104,0.8864891456804963,0.26885062698565987,104,0.6128718852996826,1,490,490,DenseNet,0.755,0.8482501125812462,AGP
505,105,0.9312198903931951,0.6524077012825282,105,0.6126766204833984,1,78,78,DenseNet,0.755,0.9118900548034025,AGP
506,106,0.970488010582858,0.16778248723109868,106,0.6113996505737305,1,569,569,DenseNet,0.755,0.781351703872913,AGP
507,107,0.7677480338967221,0.35028738247641844,107,0.6133594512939453,1,109,390,DenseNet,0.755,0.9278579658472572,AGP
508,108,0.9431860311768475,0.25504678538650033,108,0.5160248279571533,1,886,886,DenseNet,0.755,0.840662473768913,AGP
509,109,0.7454228358871123,0.16457625843156554,109,0.507697343826294,1,185,185,DenseNet,0.755,0.9142197286513178,AGP
510,110,0.994105052227563,0.595421644306732,110,0.6140391826629639,1,844,481,DenseNet,0.755,0.8757930892971606,AGP
511,111,0.9927307527178708,0.46551816576956784,111,0.6141858100891113,1,392,392,DenseNet,0.755,0.8439677125611786,AGP
512,112,0.6987730126617975,0.5282819328984132,112,0.6121647357940674,1,761,754,DenseNet,0.755,0.9790292992760865,AGP
513,113,0.6035656695094489,1.0238065111159833,113,0.6198611259460449,1,540,540,DenseNet,0.755,1.0,AGP
514,114,0.9883434388980409,0.1892872046833567,114,0.6163642406463623,1,757,757,DenseNet,0.755,0.7765590215602282,AGP
515,115,0.9823088877444858,0.11504859066274464,115,0.6129477024078369,1,585,585,DenseNet,0.755,0.7618707781914841,AGP
516,116,0.9763734657029878,0.1269455112645129,116,0.6084575653076172,1,0,0,DenseNet,0.755,0.7689352536377301,AGP
517,117,0.8619159162088383,0.07379448997886225,117,0.615262508392334,1,226,226,DenseNet,0.755,0.8111750372922129,AGP
518,118,0.886357401888619,0.43774983058218986,118,0.6100773811340332,1,219,219,DenseNet,0.755,0.8912394114177297,AGP
519,119,0.9628473188626728,0.1313229196860079,119,0.6144788265228271,1,580,580,DenseNet,0.755,0.7752873638594588,AGP
520,120,0.8047461920786161,1.0538318556758088,120,0.6119990348815918,1,622,622,DenseNet,0.755,0.975126903960692,AGP
521,121,0.8646624489886396,0.788344215095018,121,0.6117987632751465,1,371,371,DenseNet,0.755,0.9451687755056801,AGP
522,122,0.970931747847937,0.08666523613680643,122,0.6123855113983154,1,636,636,DenseNet,0.755,0.7606040572606543,AGP
523,123,0.9443349151524322,0.1056629105236393,123,0.4921090602874756,1,866,779,DenseNet,0.755,0.8087210049828248,AGP
524,124,0.9489703983877137,0.10244950042977108,124,0.5323958396911621,1,881,881,DenseNet,0.755,0.7955282159907954,AGP
525,125,0.839346727946963,0.05005319537069995,125,0.45058345794677734,1,316,316,DenseNet,0.755,0.8576940703824991,AGP
526,126,0.7954609495548832,0.4361519423526898,126,0.5745737552642822,1,48,45,DenseNet,0.755,0.9451640719946603,AGP
527,127,0.8612144150566443,1.8752703779653754,127,0.6067590713500977,1,421,729,DenseNet,0.755,0.9468927924716779,AGP
528,128,0.7261201515444625,0.9631653941077227,128,0.6149144172668457,1,281,281,DenseNet,0.755,1.0,AGP
529,129,0.9684832428274671,0.07828262117062176,129,0.6108686923980713,1,642,642,DenseNet,0.755,0.7601118607794041,AGP
530,130,0.9452884742378274,0.19087393015830806,130,0.6159248352050781,1,650,818,DenseNet,0.755,0.7985930366193938,AGP
531,131,0.8959646065934056,0.16048838495304424,131,0.6154234409332275,1,904,904,DenseNet,0.755,0.8157839327082514,AGP
532,132,0.9980696491654151,0.023816314242361525,132,0.4988842010498047,1,707,707,DenseNet,0.755,0.7596982037154316,AGP
533,133,0.6544601201274547,0.273955141052738,133,0.5210423469543457,1,508,508,DenseNet,0.755,0.938228198524598,AGP
534,134,0.9130688666660824,0.031228852512461186,134,0.5171949863433838,1,212,212,DenseNet,0.755,0.799474033209228,AGP
535,135,0.9153036852880715,0.8183054268235126,135,0.5085563659667969,1,160,160,DenseNet,0.755,0.9198481573559643,AGP
536,136,0.9642238952399561,0.1470467749917146,136,0.6133513450622559,1,633,633,DenseNet,0.755,0.7788119098623867,AGP
537,137,0.9952421738043521,0.10005011694822327,137,0.6114077568054199,1,272,272,DenseNet,0.755,0.7520395031335247,AGP
538,138,0.9339414488100304,0.2278723172751176,138,0.6171388626098633,1,16,16,DenseNet,0.755,0.8132126392612984,AGP
539,139,0.9676865227264384,0.6966980968841165,139,0.609849214553833,1,751,740,DenseNet,0.755,0.8936567386367809,AGP
540,140,0.9241552891011188,0.6850182479859911,140,0.6126570701599121,1,750,448,DenseNet,0.755,0.9154223554494406,AGP
541,141,0.8179842891824065,0.08369553578697664,141,0.46659159660339355,1,766,766,DenseNet,0.755,0.8727838402046926,AGP
542,142,0.975206586092366,0.30284602687635576,142,0.5547745227813721,1,781,781,DenseNet,0.755,0.8269145829775629,AGP
543,143,0.974582939790196,0.6358037037717392,143,0.4762704372406006,1,469,469,DenseNet,0.755,0.8902085301049021,AGP
544,144,0.8210648719122328,0.5256556893668477,144,0.5456511974334717,1,613,877,DenseNet,0.755,0.9619686870272276,AGP
545,145,0.9880493946953086,0.4722733841294414,145,0.6126141548156738,1,89,89,DenseNet,0.755,0.8483901099807876,AGP
546,146,0.8455623952194793,0.5250721450555167,146,0.6140718460083008,1,133,133,DenseNet,0.755,0.9324688771520644,AGP
547,147,0.537230072096275,1.2583892420409384,147,0.6161959171295166,1,723,919,DenseNet,0.755,1.0,AGP
548,148,0.7469657589080279,0.14254182262018328,148,0.611196756362915,1,508,681,DenseNet,0.755,0.882836266564317,AGP
549,149,0.8164186554603717,0.2720776799631963,149,0.6214964389801025,1,669,669,DenseNet,0.755,0.8819359825155876,AGP
550,150,0.8424982383805378,0.15232721393717724,150,0.609858512878418,1,960,967,DenseNet,0.755,0.841868056074421,AGP
551,151,0.9909560403001165,0.8235654848129126,151,0.6098887920379639,1,731,731,DenseNet,0.755,0.8820219798499418,AGP
552,152,0.9609213846904097,0.60172269540936,152,0.5189626216888428,1,336,336,DenseNet,0.755,0.8970393076547951,AGP
553,153,0.9691790702075066,0.6108853856134613,153,0.5027978420257568,1,761,590,DenseNet,0.755,0.8929104648962467,AGP
554,154,0.868696315606077,0.16125212843367023,154,0.6244122982025146,1,699,699,DenseNet,0.755,0.8273617997547504,AGP
555,155,0.9642856571961108,0.15186175429154647,155,0.6015994548797607,1,220,220,DenseNet,0.755,0.782922746254891,AGP
556,156,0.9546251252931589,0.10241429061192944,156,0.6159908771514893,1,57,57,DenseNet,0.755,0.7717932907185305,AGP
557,157,0.9459208350666946,0.7665412316818703,157,0.6152865886688232,1,389,389,DenseNet,0.755,0.9045395824666527,AGP
558,158,0.7916081998705621,0.023637903657160966,158,0.6314270496368408,1,693,256,DenseNet,0.755,0.829748613569799,AGP
559,159,0.7203518429601866,0.36763602965096936,159,0.5949106216430664,1,673,673,DenseNet,0.755,0.9431813520019757,AGP
560,160,0.962632726317119,0.18703941785567527,160,0.6028218269348145,1,86,86,DenseNet,0.755,0.7922380345716558,AGP
561,161,0.8839369426360723,0.7390286452543446,161,0.628371000289917,1,401,401,DenseNet,0.755,0.9355315286819639,AGP
562,162,0.9421595284176828,0.31796478987084215,162,0.6146605014801025,1,311,311,DenseNet,0.755,0.8322463078888436,AGP
563,163,0.9179979104492184,0.23280130723005282,163,0.5560452938079834,1,551,551,DenseNet,0.755,0.8376900481309082,AGP
564,164,0.9348695297838135,0.021867750522534125,164,0.662733793258667,1,612,612,DenseNet,0.755,0.74984872442406,AGP
565,165,0.9475755040119047,0.8784720853721852,165,0.6135482788085938,1,901,696,DenseNet,0.755,0.9037122479940476,AGP
566,166,0.7192255507495423,0.32262578076012866,166,0.5919148921966553,1,706,706,DenseNet,0.755,0.9326777221408684,AGP
567,167,0.8250002907847376,0.6543341118469833,167,0.6350858211517334,1,956,956,DenseNet,0.755,0.9649998546076313,AGP
568,168,0.9777495053414613,0.31571398596155553,168,0.6171314716339111,1,722,722,DenseNet,0.755,0.8132708759111804,AGP
569,169,0.9919676260803831,0.04302635702018096,169,0.608637809753418,1,314,314,DenseNet,0.755,0.7401133237764992,AGP
570,170,0.8923020436355673,0.027188416900904986,170,0.6207826137542725,1,414,748,DenseNet,0.755,0.7829504289688745,AGP
571,171,0.8038534516907736,0.46746109750296794,171,0.6120522022247314,1,958,958,DenseNet,0.755,0.9394254979741723,AGP
572,172,0.7594332466850267,0.6729962301790215,172,0.6125457286834717,1,394,394,DenseNet,0.755,0.9977833766574866,AGP
573,173,0.86071391744314,0.3547118062091932,173,0.6083226203918457,1,409,409,DenseNet,0.755,0.8837403377327668,AGP
574,174,0.9086427841566331,0.7239485497160072,174,0.6128153800964355,1,33,33,DenseNet,0.755,0.9231786079216835,AGP
575,175,0.8438238552039872,0.1674612459099287,175,0.6102914810180664,1,512,512,DenseNet,0.755,0.844880513620972,AGP
576,176,0.8568970836158583,0.4734368306687393,176,0.6167447566986084,1,101,101,DenseNet,0.755,0.9132244766846036,AGP
577,177,0.6133324514109082,0.9541876258625798,177,0.5087506771087646,1,917,917,DenseNet,0.755,1.0,AGP
578,178,0.8754091145329542,0.49368345018359205,178,0.513688325881958,1,105,105,DenseNet,0.755,0.9347942238089314,AGP
579,179,0.9112616249020721,0.17569233139256243,179,0.6130266189575195,1,573,573,DenseNet,0.755,0.8125356156577247,AGP
580,180,0.866740658338778,0.22808347336142681,180,0.6116983890533447,1,20,20,DenseNet,0.755,0.8482259419076315,AGP
581,181,0.9292816937419505,0.15721367715469822,181,0.6145350933074951,1,139,139,DenseNet,0.755,0.7985287990908255,AGP
582,182,0.7956744880567928,1.6290167876004684,182,0.6162481307983398,1,401,593,DenseNet,0.755,0.9796627559716036,AGP
583,183,0.7675460485964563,0.42581673102361695,183,0.48206305503845215,1,787,787,DenseNet,0.755,0.9796653946980631,AGP
584,184,0.9090115182065764,1.0289289247451376,184,0.5354495048522949,1,696,629,DenseNet,0.755,0.9229942408967118,AGP
585,185,0.8257077901813784,0.45750619278953686,185,0.615119218826294,1,162,162,DenseNet,0.755,0.9252428484001215,AGP
586,186,0.7942330488336742,0.06375686193581145,186,0.6121580600738525,1,107,107,DenseNet,0.755,0.8432831760486525,AGP
587,187,0.6857039699601523,0.40345950770816164,187,0.578143835067749,1,994,994,DenseNet,0.755,0.9563289181601031,AGP
588,188,0.8757659992829903,0.5779061238914431,188,0.5039622783660889,1,163,163,DenseNet,0.755,0.9396170003585049,AGP
589,189,0.8923967872464337,0.07271651220011037,189,0.5612127780914307,1,982,578,DenseNet,0.755,0.8091775399039531,AGP
590,190,0.9305767859633257,0.6580335618617223,190,0.6070840358734131,1,962,962,DenseNet,0.755,0.9122116070183371,AGP
591,191,0.8998321001174601,0.18246203465749444,191,0.6135447025299072,1,493,492,DenseNet,0.755,0.8198132829731668,AGP
592,192,0.9380610766365802,0.06685633613056571,192,0.46846795082092285,1,175,184,DenseNet,0.755,0.8080665580091206,AGP
593,193,0.9054789715282373,0.23607934223139085,193,0.5543153285980225,1,959,925,DenseNet,0.755,0.8452015176442235,AGP
594,194,0.7966624297053729,0.42484580038877856,194,0.6130251884460449,1,220,220,DenseNet,0.755,0.9321239381329969,AGP
595,195,0.8992445515436053,0.1765601076936821,195,0.6151566505432129,1,804,804,DenseNet,0.755,0.8182285885158147,AGP
596,196,0.9833428979793862,0.08004586633154168,196,0.6131091117858887,1,588,588,DenseNet,0.755,0.7525627396467202,AGP
597,197,0.9074631800145423,0.4809175531823724,197,0.6120212078094482,1,668,668,DenseNet,0.755,0.8909924963359599,AGP
598,198,0.8830679702526665,0.3931824109620782,198,0.6137344837188721,1,676,676,DenseNet,0.755,0.8808279966844683,AGP
599,199,0.9485499698387626,0.268130957972157,199,0.614368200302124,1,595,595,DenseNet,0.755,0.8166657044981269,AGP
600,0,0.6900994164060156,0.8152503093933186,0,0.2790966033935547,4,207,207,ResNet,0.6871794871794872,0.9985400353867357,Knapsack
601,1,0.9602571755729531,0.07915827478935802,1,0.23959803581237793,4,721,721,ResNet,0.6871794871794872,0.823351215547512,Knapsack
602,2,0.9957099990428356,0.22629186629073877,2,0.292783260345459,4,123,123,ResNet,0.6871794871794872,0.8291118955546457,Knapsack
603,3,0.8579464512978547,0.13626591082446463,3,0.2551844120025635,4,408,408,ResNet,0.6871794871794872,0.8848868926462915,Knapsack
604,4,0.9137107743146797,1.5496422660578482,4,0.2458641529083252,4,444,444,ResNet,0.6871794871794872,0.8867343564324037,Knapsack
605,5,0.9867721282851748,0.8518663352214098,5,0.26644134521484375,4,157,157,ResNet,0.6871794871794872,0.8502036794471561,Knapsack
606,6,0.961422557792902,0.004470272459750224,6,0.32117152214050293,4,871,871,ResNet,0.6871794871794872,0.7837031522731044,Knapsack
607,7,0.8018091198166097,0.4141749430860221,7,0.2341306209564209,4,424,919,ResNet,0.6871794871794872,0.9426851836814387,Knapsack
608,8,0.8472441125663186,0.429579607921738,8,0.27251458168029785,4,862,862,ResNet,0.6871794871794872,0.9199676873065843,Knapsack
609,9,0.9976605441715192,0.15266354441894778,9,0.25304079055786133,4,803,609,ResNet,0.6871794871794872,0.8196651599692556,Knapsack
610,10,0.810539294454841,0.17058073345609126,10,0.25629258155822754,4,504,504,ResNet,0.6871794871794872,0.9168921343367891,Knapsack
611,11,0.8019900452266098,0.2593385641931244,11,0.2416675090789795,4,604,604,ResNet,0.6871794871794872,0.9425947209764387,Knapsack
612,12,0.5494799093800811,0.14614188362525307,12,0.23110556602478027,0,706,682,AlexNet,0.4,0.9040191247100777,Knapsack
613,13,0.9735201863475256,0.0580385577503506,13,0.291515588760376,4,641,641,ResNet,0.6871794871794872,0.7984603926634745,Knapsack
614,14,0.732871377412146,0.05687692310401737,14,0.24196243286132812,4,441,441,ResNet,0.6871794871794872,0.9308826774443428,Knapsack
615,15,0.9973761184978833,0.21328646225088188,15,0.23558712005615234,4,634,853,ResNet,0.6871794871794872,0.8393265198894844,Knapsack
616,16,0.7127223323111429,1.552480658791608,16,0.251910924911499,4,354,354,ResNet,0.6871794871794872,0.9872285774341721,Knapsack
617,17,0.9806074625491156,0.08597293932781673,17,0.23527979850769043,4,52,52,ResNet,0.6871794871794872,0.8159592975202175,Knapsack
618,18,0.7511411465786264,0.10258954694774886,18,0.22093462944030762,4,634,634,ResNet,0.6871794871794872,0.9384328996772907,Knapsack
619,19,0.9840072140260441,0.7826389852595592,19,0.25304508209228516,4,39,39,ResNet,0.6871794871794872,0.8515861365767216,Knapsack
620,20,0.913849127994942,0.10283406131678025,20,0.26061248779296875,4,580,876,ResNet,0.6871794871794872,0.8472205729732254,Knapsack
621,21,0.7855206333737548,0.2944339037879746,21,0.24397993087768555,4,282,282,ResNet,0.6871794871794872,0.9508294269028662,Knapsack
622,22,0.9260765611791545,0.2865469642123273,22,0.2675743103027344,4,156,156,ResNet,0.6871794871794872,0.8805514630001663,Knapsack
623,23,0.7208491723970042,0.017031501404329547,23,0.2384510040283203,4,18,18,ResNet,0.6871794871794872,0.9278102817352438,Knapsack
624,24,0.8744273384909931,0.1294197183346879,24,0.23859620094299316,4,165,676,ResNet,0.6871794871794872,0.8790819536921708,Knapsack
625,25,0.8526829533351726,0.4077232973558972,25,0.2388453483581543,4,469,469,ResNet,0.6871794871794872,0.9172482669221573,Knapsack
626,26,0.9897150768952587,0.04704941405686533,26,0.25133609771728516,4,116,116,ResNet,0.6871794871794872,0.7976605342270093,Knapsack
627,27,0.8126664951408331,0.4721517926419645,27,0.2578761577606201,4,386,386,ResNet,0.6871794871794872,0.937256496019327,Knapsack
628,28,0.8072981975395532,0.007495178487686446,28,0.24701547622680664,4,960,928,ResNet,0.6871794871794872,0.8800605703851869,Knapsack
629,29,0.9547269482865623,0.02037515267633299,29,0.2803006172180176,4,455,455,ResNet,0.6871794871794872,0.8012449033110413,Knapsack
630,30,0.6199264487043543,0.39966216606297117,30,0.24144577980041504,4,884,884,ResNet,0.6871794871794872,1.0,Knapsack
631,31,0.9946729820706182,0.17993831522944762,31,0.23928499221801758,4,340,340,ResNet,0.6871794871794872,0.831416583307292,Knapsack
632,32,0.9703209568070299,0.7476238116783118,32,0.24180841445922852,4,485,485,ResNet,0.6871794871794872,0.8584292651862286,Knapsack
633,33,0.7721077407068663,0.27873281300681835,33,0.248016357421875,4,316,311,ResNet,0.6871794871794872,0.9575358732363104,Knapsack
634,34,0.9507734343662643,0.43984487331325484,34,0.2807934284210205,4,827,827,ResNet,0.6871794871794872,0.8682030264066114,Knapsack
635,35,0.7567250004197807,0.04308173020996439,35,0.22652673721313477,4,889,889,ResNet,0.6871794871794872,0.9193659916290606,Knapsack
636,36,0.8719716554855363,0.2074221274121375,36,0.25516653060913086,4,649,873,ResNet,0.6871794871794872,0.8956678150477271,Knapsack
637,37,0.9453287003167604,0.11888857402718413,37,0.2596712112426758,4,207,207,ResNet,0.6871794871794872,0.8357297341274905,Knapsack
638,38,0.9776846730918778,0.4593785395701607,38,0.2220606803894043,4,182,184,ResNet,0.6871794871794872,0.8547474070438047,Knapsack
639,39,0.9116126154482961,1.0677277405777903,39,0.27188658714294434,4,425,449,ResNet,0.6871794871794872,0.8877834358655956,Knapsack
640,40,0.9539195768298949,0.6309049850234106,40,0.2507469654083252,4,876,876,ResNet,0.6871794871794872,0.8666299551747961,Knapsack
641,41,0.9849204840255755,0.22250242588308694,41,0.24013257026672363,4,604,604,ResNet,0.6871794871794872,0.8467219654810467,Knapsack
642,42,0.8699593315701574,0.24364122073190364,42,0.27523350715637207,4,180,180,ResNet,0.6871794871794872,0.9007120061985479,Knapsack
643,43,0.8486509116475296,1.2530845714894998,43,0.24760890007019043,4,904,70,ResNet,0.6871794871794872,0.9192642877659788,Knapsack
644,44,0.5409469052101197,1.0750664214290857,44,0.25038909912109375,0,80,80,AlexNet,0.4,0.9295265473949401,Knapsack
645,45,0.9287590009719715,0.050432722711794394,45,0.2468397617340088,4,197,197,ResNet,0.6871794871794872,0.8301084833482042,Knapsack
646,46,0.8708794613088173,0.07480880224326186,46,0.2673454284667969,4,880,576,ResNet,0.6871794871794872,0.8600158563794511,Knapsack
647,47,0.8172780590454689,2.0,47,0.25476503372192383,4,316,316,ResNet,0.6871794871794872,0.9349507140670091,Knapsack
648,48,0.8465969677704003,0.14554535772825355,48,0.24917244911193848,4,929,720,ResNet,0.6871794871794872,0.8943844868586222,Knapsack
649,49,0.8909765948670484,0.23614987005359128,49,0.25315380096435547,4,580,694,ResNet,0.6871794871794872,0.8938504634285284,Knapsack
650,50,0.7752343524355472,1.0372308610817698,50,0.22771739959716797,4,510,510,ResNet,0.6871794871794872,0.95597256737197,Knapsack
651,51,0.4071914688878069,1.0289961431761627,51,0.2328321933746338,0,165,234,AlexNet,0.4,0.9964042655560965,Knapsack
652,52,0.8854830557255975,0.5004526961027927,52,0.2355494499206543,4,456,426,ResNet,0.6871794871794872,0.9008482157269448,Knapsack
653,53,0.8966963349272303,1.461038363527908,53,0.29732489585876465,4,820,820,ResNet,0.6871794871794872,0.8952415761261284,Knapsack
654,54,0.8899072788793432,0.0817861432732141,54,0.2863273620605469,4,781,781,ResNet,0.6871794871794872,0.8475007994532389,Knapsack
655,55,0.8818023662015626,0.6774683708437009,55,0.25753283500671387,4,775,775,ResNet,0.6871794871794872,0.9026885604889623,Knapsack
656,56,0.963619869205181,0.17962017976849992,56,0.24677395820617676,4,993,993,ResNet,0.6871794871794872,0.8449913643777339,Knapsack
657,57,0.811323174145177,0.2329854072785833,57,0.2424759864807129,4,390,49,ResNet,0.6871794871794872,0.9355555117166228,Knapsack
658,58,0.8121573578225328,0.23971363391378808,58,0.2599945068359375,4,819,862,ResNet,0.6871794871794872,0.9324408464479399,Knapsack
659,59,0.9498313075680895,0.23420728910980515,59,0.2966628074645996,4,820,820,ResNet,0.6871794871794872,0.8530602102170002,Knapsack
660,60,0.9283460843519309,0.4956327894401953,60,0.23343563079833984,4,563,747,ResNet,0.6871794871794872,0.8794167014137781,Knapsack
661,61,0.8688407715540415,0.12536298904435164,61,0.2306501865386963,4,349,348,ResNet,0.6871794871794872,0.8828475584391366,Knapsack
662,62,0.9817550389307362,0.0016440459723198494,62,0.32378530502319336,4,661,661,ResNet,0.6871794871794872,0.7721769093616571,Knapsack
663,63,0.9039959512316503,0.3790138653213038,63,0.2944493293762207,4,160,160,ResNet,0.6871794871794872,0.8915917679739185,Knapsack
664,64,0.7920604239978811,0.4682243961533372,64,0.3661770820617676,4,347,347,ResNet,0.6871794871794872,0.947559531590803,Knapsack
665,65,0.9721240772013571,0.3963354184851927,65,0.3003864288330078,4,389,389,ResNet,0.6871794871794872,0.857527704989065,Knapsack
666,66,0.8353509655357766,0.006447067667618548,66,0.2674989700317383,4,37,36,ResNet,0.6871794871794872,0.8606512852308253,Knapsack
667,67,0.7957760431064819,0.18161771390214862,67,0.23538756370544434,4,530,487,ResNet,0.6871794871794872,0.9322592595856787,Knapsack
668,68,0.8928980969720022,0.23693358020826769,68,0.2739238739013672,4,900,900,ResNet,0.6871794871794872,0.8878931216804676,Knapsack
669,69,0.7414566338311088,0.18730095901368138,69,0.2404460906982422,4,746,746,ResNet,0.6871794871794872,0.959575143753049,Knapsack
